movie_id,genre_id
812583,53
812583,9648
812583,35
940721,878
940721,27
940721,28
447273,10751
447273,14
423,18
423,10752
1124,18
1124,9648
1124,878
953,16
953,12
953,35
953,10751
161,53
161,80
329865,18
329865,878
329865,9648
4348,18
4348,10749
10193,16
10193,10751
10193,35
982843,878
982843,12
982843,18
1284460,27
1284460,18
1284460,878
28,18
28,10752
28,18
28,10752
2105,35
2105,10749
810693,16
810693,28
810693,14
68718,18
68718,37
843527,10402
843527,35
843527,10749
843527,18
940721,878
940721,27
940721,28
285,12
285,14
285,28
9806,28
9806,12
9806,16
9806,10751
1252037,10752
1252037,28
1252037,18
383498,28
383498,35
383498,12
624860,878
624860,28
624860,12
4951,35
4951,10749
4951,18
378064,16
378064,18
378064,10749
558449,28
558449,12
558449,18
1120911,35
1120911,18
336843,878
336843,28
336843,12
336843,53
324552,28
324552,53
324552,80
575264,28
575264,53
575264,12
1430,99
1430,18
378064,16
378064,18
378064,10749
10867,18
146233,18
146233,53
146233,80
68718,18
68718,37
1734,12
1734,28
1734,14
383498,28
383498,35
383498,12
624860,878
624860,28
624860,12
10494,16
10494,53
843527,10402
843527,35
843527,10749
843527,18
4951,35
4951,10749
4951,18
272,18
272,80
272,28
507086,12
507086,28
507086,878
285,12
285,14
285,28
6977,80
6977,53
6977,37
810693,16
810693,28
810693,14
1022787,16
1022787,10751
1022787,878
1022787,12
1022787,35
152601,10749
152601,878
152601,18
1865,12
1865,28
1865,14
38365,35
1422,18
1422,53
1422,80
493922,27
493922,9648
493922,53
507086,12
507086,28
507086,878
381288,27
381288,53
311,18
311,80
588228,28
588228,878
588228,12
296096,18
296096,10749
335983,878
335983,28
505642,28
505642,12
505642,878
637,35
637,18
10195,12
10195,14
10195,28
1891,12
1891,28
1891,878
1087891,53
1087891,28
1022787,16
1022787,10751
1022787,878
1022787,12
1022787,35
10674,16
10674,10751
10674,12
49026,28
49026,80
49026,18
49026,53
701387,878
701387,53
701387,35
10020,10749
10020,10751
10020,16
10020,14
10674,16
10674,10751
10674,12
1120911,35
1120911,18
1252037,10752
1252037,28
1252037,18
505642,28
505642,12
505642,878
920,16
920,12
920,35
920,10751
982843,878
982843,12
982843,18
311,18
311,80
667538,878
667538,12
667538,28
1422,18
1422,53
1422,80
640,18
640,80
284054,28
284054,12
284054,878
1865,12
1865,28
1865,14
27,18
27,10402
27,10749
1064213,18
1064213,35
1064213,10749
436969,28
436969,35
436969,12
82695,36
82695,18
335983,878
335983,28
18,878
18,28
18,12
598,18
598,80
38365,35
1220564,80
1220564,18
1220564,53
1119878,28
1119878,53
1119878,18
10191,14
10191,12
10191,16
10191,10751
497698,28
497698,12
497698,878
18240,35
18240,10749
18240,18
10835,28
